id,word,meaning,zhuyinText,zhuyinCharsJson,partOfSpeech,sourceCategory,appCategory,appCategoryZh,difficulty,level,stageId,sentence,emoji,enabledFor,spellingEnabledFor,source,notes
numbers_medium_sixty_001,sixty,六十,ㄌㄧㄡˋ ㄕˊ,"[{""char"": ""六"", ""ruby"": ""ㄌㄧㄡˋ""}, {""char"": ""十"", ""ruby"": ""ㄕˊ""}]",數字,數字,numbers,數字,medium,2,numbers_medium,"I know the word ""sixty"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
clothes_medium_skirt_001,skirt,裙子,ㄑㄩㄣˊ ㄗˇ,"[{""char"": ""裙"", ""ruby"": ""ㄑㄩㄣˊ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}]",名詞,衣服/配件,clothes,衣服/配件,medium,2,clothes_medium,"I know the word ""skirt"".",👕,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
nature_easy_sky_001,sky,天空,ㄊㄧㄢ ㄎㄨㄥ,"[{""char"": ""天"", ""ruby"": ""ㄊㄧㄢ""}, {""char"": ""空"", ""ruby"": ""ㄎㄨㄥ""}]",名詞,天氣/自然,nature,天氣/自然,easy,1,nature_easy,"I know the word ""sky"".",🌤️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_hard_sleep_001,sleep,睡覺,ㄕㄨㄟˋ ㄐㄩㄝˊ,"[{""char"": ""睡"", ""ruby"": ""ㄕㄨㄟˋ""}, {""char"": ""覺"", ""ruby"": ""ㄐㄩㄝˊ""}]",動詞,其他動詞,others,其他,hard,3,others_hard,"I know the word ""sleep"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
transportation_medium_slow_001,slow,慢的,ㄇㄢˋ ㄉㄜ,"[{""char"": ""慢"", ""ruby"": ""ㄇㄢˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,運輸,transportation,交通,medium,2,transportation_medium,"I know the word ""slow"".",🚗,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
sizeMeasurement_hard_small_001,small,小的,ㄒㄧㄠˇ ㄉㄜ,"[{""char"": ""小"", ""ruby"": ""ㄒㄧㄠˇ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,尺寸/計量,sizeMeasurement,尺寸/計量,hard,3,sizeMeasurement_hard,"I know the word ""small"".",📏,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
traits_hard_smart_001,smart,聰明的,ㄘㄨㄥ ㄇㄧㄥˊ ㄉㄜ,"[{""char"": ""聰"", ""ruby"": ""ㄘㄨㄥ""}, {""char"": ""明"", ""ruby"": ""ㄇㄧㄥˊ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,個性/特點,traits,個性/特點,hard,3,traits_hard,"I know the word ""smart"".",😊,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_hard_smell_001,smell,聞起來,ㄨㄣˊ ㄑㄧˇ ㄌㄞˊ,"[{""char"": ""聞"", ""ruby"": ""ㄨㄣˊ""}, {""char"": ""起"", ""ruby"": ""ㄑㄧˇ""}, {""char"": ""來"", ""ruby"": ""ㄌㄞˊ""}]",動詞,其他動詞,others,其他,hard,3,others_hard,"I know the word ""smell"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
animals_medium_snake_001,snake,蛇,ㄕㄜˊ,"[{""char"": ""蛇"", ""ruby"": ""ㄕㄜˊ""}]",名詞,動物/昆蟲,animals,動物,medium,2,animals_medium,"I know the word ""snake"".",🐶,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
nature_medium_snow_001,snow,雪,ㄒㄩㄝˇ,"[{""char"": ""雪"", ""ruby"": ""ㄒㄩㄝˇ""}]",名詞,天氣/自然,nature,天氣/自然,medium,2,nature_medium,"I know the word ""snow"".",🌤️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
nature_medium_snow_002,snow,下雪,ㄒㄧㄚˋ ㄒㄩㄝˇ,"[{""char"": ""下"", ""ruby"": ""ㄒㄧㄚˋ""}, {""char"": ""雪"", ""ruby"": ""ㄒㄩㄝˇ""}]",動詞,天氣/自然,nature,天氣/自然,medium,2,nature_medium,"I know the word ""snow"".",🌤️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_easy_so_001,so,所以,ㄙㄨㄛˇ ㄧˇ,"[{""char"": ""所"", ""ruby"": ""ㄙㄨㄛˇ""}, {""char"": ""以"", ""ruby"": ""ㄧˇ""}]",副詞,其他副詞,others,其他,easy,1,others_easy,"I know the word ""so"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
hobbies_hard_soccer_001,soccer,足球 (US; 美式英語),ㄗㄨˊ ㄑㄧㄡˊ ㄇㄟˇ ㄕˋ ㄧㄥ ㄩˇ,"[{""char"": ""足"", ""ruby"": ""ㄗㄨˊ""}, {""char"": ""球"", ""ruby"": ""ㄑㄧㄡˊ""}, {""char"": ""美"", ""ruby"": ""ㄇㄟˇ""}, {""char"": ""式"", ""ruby"": ""ㄕˋ""}, {""char"": ""英"", ""ruby"": ""ㄧㄥ""}, {""char"": ""語"", ""ruby"": ""ㄩˇ""}]",名詞,運動/興趣/嗜好,hobbies,運動/興趣,hard,3,hobbies_hard,"I know the word ""soccer"".",⚽,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
clothes_medium_socks_001,socks,襪子,ㄨㄚˋ ㄗˇ,"[{""char"": ""襪"", ""ruby"": ""ㄨㄚˋ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}]",名詞,衣服/配件,clothes,衣服/配件,medium,2,clothes_medium,"I know the word ""socks"".",👕,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
home_easy_sofa_001,sofa,沙發,ㄕㄚ ㄈㄚ,"[{""char"": ""沙"", ""ruby"": ""ㄕㄚ""}, {""char"": ""發"", ""ruby"": ""ㄈㄚ""}]",名詞,房子/公寓,home,家與房間,easy,1,home_easy,"I know the word ""sofa"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
jobs_hard_soldier_001,soldier,軍人,ㄐㄩㄣ ㄖㄣˊ,"[{""char"": ""軍"", ""ruby"": ""ㄐㄩㄣ""}, {""char"": ""人"", ""ruby"": ""ㄖㄣˊ""}]",名詞,工作,jobs,工作,hard,3,jobs_hard,"I know the word ""soldier"".",👩‍⚕️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
numbers_easy_some_001,some,一些,ㄧ ㄒㄧㄝ,"[{""char"": ""一"", ""ruby"": ""ㄧ""}, {""char"": ""些"", ""ruby"": ""ㄒㄧㄝ""}]",限定詞,數字,numbers,數字,easy,1,numbers_easy,"I know the word ""some"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_hard_sometimes_001,sometimes,有時候,ㄧㄡˇ ㄕˊ ㄏㄡˋ,"[{""char"": ""有"", ""ruby"": ""ㄧㄡˇ""}, {""char"": ""時"", ""ruby"": ""ㄕˊ""}, {""char"": ""候"", ""ruby"": ""ㄏㄡˋ""}]",副詞,其他副詞,others,其他,hard,3,others_hard,"I know the word ""sometimes"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
family_easy_son_001,son,兒子,ㄦˊ ㄗˇ,"[{""char"": ""兒"", ""ruby"": ""ㄦˊ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}]",名詞,家庭,family,家庭,easy,1,family_easy,"I know the word ""son"".",👨‍👩‍👧‍👦,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
hobbies_medium_song_001,song,歌曲,ㄍㄜ ㄑㄩ,"[{""char"": ""歌"", ""ruby"": ""ㄍㄜ""}, {""char"": ""曲"", ""ruby"": ""ㄑㄩ""}]",名詞,運動/興趣/嗜好,hobbies,運動/興趣,medium,2,hobbies_medium,"I know the word ""song"".",⚽,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_hard_sorry_001,sorry,感到抱歉的、對不起,ㄍㄢˇ ㄉㄠˋ ㄅㄠˋ ㄑㄧㄢˋ ㄉㄜ ㄉㄨㄟˋ ㄅㄨˋ ㄑㄧˇ,"[{""char"": ""感"", ""ruby"": ""ㄍㄢˇ""}, {""char"": ""到"", ""ruby"": ""ㄉㄠˋ""}, {""char"": ""抱"", ""ruby"": ""ㄅㄠˋ""}, {""char"": ""歉"", ""ruby"": ""ㄑㄧㄢˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}, {""char"": ""對"", ""ruby"": ""ㄉㄨㄟˋ""}, {""char"": ""不"", ""ruby"": ""ㄅㄨˋ""}, {""char"": ""起"", ""ruby"": ""ㄑㄧˇ""}]",形容詞,其他形容詞,others,其他,hard,3,others_hard,"I know the word ""sorry"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_easy_soup_001,soup,湯,ㄊㄤ,"[{""char"": ""湯"", ""ruby"": ""ㄊㄤ""}]",名詞,食物/飲料,foods,食物/飲料,easy,1,foods_easy,"I know the word ""soup"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
school_medium_speak_001,speak,說,ㄕㄨㄛ,"[{""char"": ""說"", ""ruby"": ""ㄕㄨㄛ""}]",動詞,學校,school,學校,medium,2,school_medium,"I know the word ""speak"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
school_medium_spell_001,spell,拼寫、用字母拼,ㄒㄧㄝˇ ㄗˋ    ,"[{""char"": ""拼"", ""ruby"": ""ㄒㄧㄝˇ""}, {""char"": ""寫"", ""ruby"": ""ㄗˋ""}, {""char"": ""用"", ""ruby"": """"}, {""char"": ""字"", ""ruby"": """"}, {""char"": ""母"", ""ruby"": """"}, {""char"": ""拼"", ""ruby"": """"}]",動詞,學校,school,學校,medium,2,school_medium,"I know the word ""spell"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
animals_hard_spider_001,spider,蜘蛛,ㄓ ㄓㄨ,"[{""char"": ""蜘"", ""ruby"": ""ㄓ""}, {""char"": ""蛛"", ""ruby"": ""ㄓㄨ""}]",名詞,動物/昆蟲,animals,動物,hard,3,animals_hard,"I know the word ""spider"".",🐶,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
tableware_hard_spoon_001,spoon,湯匙,ㄊㄤ ,"[{""char"": ""湯"", ""ruby"": ""ㄊㄤ""}, {""char"": ""匙"", ""ruby"": """"}]",名詞,餐具,tableware,餐具,hard,3,tableware_hard,"I know the word ""spoon"".",🍽️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正; 注音需人工確認
hobbies_hard_sport_001,sport,運動,ㄩㄣˋ ㄉㄨㄥˋ,"[{""char"": ""運"", ""ruby"": ""ㄩㄣˋ""}, {""char"": ""動"", ""ruby"": ""ㄉㄨㄥˋ""}]",名詞,運動/興趣/嗜好,hobbies,運動/興趣,hard,3,hobbies_hard,"I know the word ""sport"".",⚽,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
time_medium_spring_001,spring,春天,ㄔㄨㄣ ㄊㄧㄢ,"[{""char"": ""春"", ""ruby"": ""ㄔㄨㄣ""}, {""char"": ""天"", ""ruby"": ""ㄊㄧㄢ""}]",名詞,時間,time,時間,medium,2,time_medium,"I know the word ""spring"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_hard_stand_001,stand,站、站立,ㄓㄢˋ ㄓㄢˋ ㄌㄧˋ,"[{""char"": ""站"", ""ruby"": ""ㄓㄢˋ""}, {""char"": ""站"", ""ruby"": ""ㄓㄢˋ""}, {""char"": ""立"", ""ruby"": ""ㄌㄧˋ""}]",動詞,其他動詞,others,其他,hard,3,others_hard,"I know the word ""stand"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
nature_medium_star_001,star,星星,ㄒㄧㄥ ㄒㄧㄥ,"[{""char"": ""星"", ""ruby"": ""ㄒㄧㄥ""}, {""char"": ""星"", ""ruby"": ""ㄒㄧㄥ""}]",名詞,天氣/自然,nature,天氣/自然,medium,2,nature_medium,"I know the word ""star"".",🌤️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_hard_start_001,start,開始,ㄎㄞ ㄕˇ,"[{""char"": ""開"", ""ruby"": ""ㄎㄞ""}, {""char"": ""始"", ""ruby"": ""ㄕˇ""}]",動詞,其他動詞,others,其他,hard,3,others_hard,"I know the word ""start"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
transportation_hard_station_001,station,車站,ㄔㄜ ㄓㄢˋ,"[{""char"": ""車"", ""ruby"": ""ㄔㄜ""}, {""char"": ""站"", ""ruby"": ""ㄓㄢˋ""}]",名詞,運輸,transportation,交通,hard,3,transportation_hard,"I know the word ""station"".",🚗,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_hard_still_001,still,仍然,ㄖㄥˊ ㄖㄢˊ,"[{""char"": ""仍"", ""ruby"": ""ㄖㄥˊ""}, {""char"": ""然"", ""ruby"": ""ㄖㄢˊ""}]",副詞,其他副詞,others,其他,hard,3,others_hard,"I know the word ""still"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_medium_stop_001,stop,停下來,ㄊㄧㄥˊ ㄒㄧㄚˋ ㄌㄞˊ,"[{""char"": ""停"", ""ruby"": ""ㄊㄧㄥˊ""}, {""char"": ""下"", ""ruby"": ""ㄒㄧㄚˋ""}, {""char"": ""來"", ""ruby"": ""ㄌㄞˊ""}]",動詞,其他動詞,others,其他,medium,2,others_medium,"I know the word ""stop"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
places_medium_store_001,store,商店 (US; 美式英語),ㄕㄤ ㄉㄧㄢˋ ㄇㄟˇ ㄕˋ ㄧㄥ ㄩˇ,"[{""char"": ""商"", ""ruby"": ""ㄕㄤ""}, {""char"": ""店"", ""ruby"": ""ㄉㄧㄢˋ""}, {""char"": ""美"", ""ruby"": ""ㄇㄟˇ""}, {""char"": ""式"", ""ruby"": ""ㄕˋ""}, {""char"": ""英"", ""ruby"": ""ㄧㄥ""}, {""char"": ""語"", ""ruby"": ""ㄩˇ""}]",名詞,地點/方位,places,地點/方位,medium,2,places_medium,"I know the word ""store"".",📍,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
school_medium_story_001,story,故事,ㄍㄨˋ ㄕˋ,"[{""char"": ""故"", ""ruby"": ""ㄍㄨˋ""}, {""char"": ""事"", ""ruby"": ""ㄕˋ""}]",名詞,學校,school,學校,medium,2,school_medium,"I know the word ""story"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_hard_strawberry_001,strawberry,草莓,ㄘㄠˇ ㄇㄟˊ,"[{""char"": ""草"", ""ruby"": ""ㄘㄠˇ""}, {""char"": ""莓"", ""ruby"": ""ㄇㄟˊ""}]",名詞,食物/飲料,foods,食物/飲料,hard,3,foods_hard,"I know the word ""strawberry"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
home_hard_street_001,street,街道,ㄐㄧㄝ ㄉㄠˋ,"[{""char"": ""街"", ""ruby"": ""ㄐㄧㄝ""}, {""char"": ""道"", ""ruby"": ""ㄉㄠˋ""}]",名詞,房子/公寓,home,家與房間,hard,3,home_hard,"I know the word ""street"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
health_medium_strong_001,strong,強壯的,ㄑㄧㄤˊ ㄓㄨㄤˋ ㄉㄜ,"[{""char"": ""強"", ""ruby"": ""ㄑㄧㄤˊ""}, {""char"": ""壯"", ""ruby"": ""ㄓㄨㄤˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,健康,health,健康,medium,2,health_medium,"I know the word ""strong"".",💪,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
school_hard_student_001,student,學生,ㄒㄩㄝˊ ㄕㄥ,"[{""char"": ""學"", ""ruby"": ""ㄒㄩㄝˊ""}, {""char"": ""生"", ""ruby"": ""ㄕㄥ""}]",名詞,學校,school,學校,hard,3,school_hard,"I know the word ""student"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
school_medium_study_001,study,學習,ㄒㄩㄝˊ ㄒㄧˊ,"[{""char"": ""學"", ""ruby"": ""ㄒㄩㄝˊ""}, {""char"": ""習"", ""ruby"": ""ㄒㄧˊ""}]",動詞,學校,school,學校,medium,2,school_medium,"I know the word ""study"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
time_medium_summer_001,summer,夏天,ㄒㄧㄚˋ ㄊㄧㄢ,"[{""char"": ""夏"", ""ruby"": ""ㄒㄧㄚˋ""}, {""char"": ""天"", ""ruby"": ""ㄊㄧㄢ""}]",名詞,時間,time,時間,medium,2,time_medium,"I know the word ""summer"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
nature_easy_sun_001,sun,太陽,ㄊㄞˋ ㄧㄤˊ,"[{""char"": ""太"", ""ruby"": ""ㄊㄞˋ""}, {""char"": ""陽"", ""ruby"": ""ㄧㄤˊ""}]",名詞,天氣/自然,nature,天氣/自然,easy,1,nature_easy,"I know the word ""sun"".",🌤️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
time_medium_sunday_001,Sunday,星期日,ㄒㄧㄥ ㄑㄧ ㄖˋ,"[{""char"": ""星"", ""ruby"": ""ㄒㄧㄥ""}, {""char"": ""期"", ""ruby"": ""ㄑㄧ""}, {""char"": ""日"", ""ruby"": ""ㄖˋ""}]",名詞,時間,time,時間,medium,2,time_medium,"I know the word ""Sunday"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
nature_hard_sunny_001,sunny,晴朗的、出太陽的,ㄑㄧㄥˊ ㄌㄤˇ ㄉㄜ ㄔㄨ ㄊㄞˋ ㄧㄤˊ ㄉㄜ,"[{""char"": ""晴"", ""ruby"": ""ㄑㄧㄥˊ""}, {""char"": ""朗"", ""ruby"": ""ㄌㄤˇ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}, {""char"": ""出"", ""ruby"": ""ㄔㄨ""}, {""char"": ""太"", ""ruby"": ""ㄊㄞˋ""}, {""char"": ""陽"", ""ruby"": ""ㄧㄤˊ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,天氣/自然,nature,天氣/自然,hard,3,nature_hard,"I know the word ""sunny"".",🌤️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
places_hard_supermarket_001,supermarket,超級市場,ㄔㄠ ㄐㄧˊ ㄕˋ ㄔㄤˇ,"[{""char"": ""超"", ""ruby"": ""ㄔㄠ""}, {""char"": ""級"", ""ruby"": ""ㄐㄧˊ""}, {""char"": ""市"", ""ruby"": ""ㄕˋ""}, {""char"": ""場"", ""ruby"": ""ㄔㄤˇ""}]",名詞,地點/方位,places,地點/方位,hard,3,places_hard,"I know the word ""supermarket"".",📍,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_medium_sure_001,sure,確定的,ㄉㄜ  ,"[{""char"": ""確"", ""ruby"": ""ㄉㄜ""}, {""char"": ""定"", ""ruby"": """"}, {""char"": ""的"", ""ruby"": """"}]",形容詞,其他形容詞,others,其他,medium,2,others_medium,"I know the word ""sure"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
others_hard_sure_001,sure,當然,ㄉㄤ ㄖㄢˊ,"[{""char"": ""當"", ""ruby"": ""ㄉㄤ""}, {""char"": ""然"", ""ruby"": ""ㄖㄢˊ""}]",副詞,其他副詞,others,其他,hard,3,others_hard,"I know the word ""sure"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
clothes_hard_sweater_001,sweater,毛衣,ㄇㄠˊ ㄧ,"[{""char"": ""毛"", ""ruby"": ""ㄇㄠˊ""}, {""char"": ""衣"", ""ruby"": ""ㄧ""}]",名詞,衣服/配件,clothes,衣服/配件,hard,3,clothes_hard,"I know the word ""sweater"".",👕,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
home_medium_sweep_001,sweep,掃,ㄙㄠˇ,"[{""char"": ""掃"", ""ruby"": ""ㄙㄠˇ""}]",動詞,房子/公寓,home,家與房間,medium,2,home_medium,"I know the word ""sweep"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
foods_medium_sweet_001,sweet,甜的,ㄊㄧㄢˊ ㄉㄜ,"[{""char"": ""甜"", ""ruby"": ""ㄊㄧㄢˊ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,食物/飲料,foods,食物/飲料,medium,2,foods_medium,"I know the word ""sweet"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
hobbies_medium_swim_001,swim,游泳, ,"[{""char"": ""游"", ""ruby"": """"}, {""char"": ""泳"", ""ruby"": """"}]",動詞,運動/興趣/嗜好,hobbies,運動/興趣,medium,2,hobbies_medium,"I know the word ""swim"".",⚽,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
home_medium_table_001,table,桌子,ㄓㄨㄛ ㄗˇ,"[{""char"": ""桌"", ""ruby"": ""ㄓㄨㄛ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}]",名詞,房子/公寓,home,家與房間,medium,2,home_medium,"I know the word ""table"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
places_medium_taiwan_001,Taiwan,臺灣,ㄊㄞˊ ㄨㄢ,"[{""char"": ""臺"", ""ruby"": ""ㄊㄞˊ""}, {""char"": ""灣"", ""ruby"": ""ㄨㄢ""}]",名詞,地點/方位,places,地點/方位,medium,2,places_medium,"I know the word ""Taiwan"".",📍,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_medium_take_001,take,攜帶、拿取,   ,"[{""char"": ""攜"", ""ruby"": """"}, {""char"": ""帶"", ""ruby"": """"}, {""char"": ""拿"", ""ruby"": """"}, {""char"": ""取"", ""ruby"": """"}]",動詞,其他動詞,others,其他,medium,2,others_medium,"I know the word ""take"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
school_easy_talk_001,talk,說話、談話,ㄕㄨㄛ ㄏㄨㄚˋ ㄊㄢˊ ㄏㄨㄚˋ,"[{""char"": ""說"", ""ruby"": ""ㄕㄨㄛ""}, {""char"": ""話"", ""ruby"": ""ㄏㄨㄚˋ""}, {""char"": ""談"", ""ruby"": ""ㄊㄢˊ""}, {""char"": ""話"", ""ruby"": ""ㄏㄨㄚˋ""}]",動詞,學校,school,學校,easy,1,school_easy,"I know the word ""talk"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
traits_medium_tall_001,tall,高的,ㄍㄠ ㄉㄜ,"[{""char"": ""高"", ""ruby"": ""ㄍㄠ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,個性/特點,traits,個性/特點,medium,2,traits_medium,"I know the word ""tall"".",😊,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_medium_taste_001,taste,嚐起來,ㄔㄤˊ ㄑㄧˇ ㄌㄞˊ,"[{""char"": ""嚐"", ""ruby"": ""ㄔㄤˊ""}, {""char"": ""起"", ""ruby"": ""ㄑㄧˇ""}, {""char"": ""來"", ""ruby"": ""ㄌㄞˊ""}]",動詞,食物/飲料,foods,食物/飲料,medium,2,foods_medium,"I know the word ""taste"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
transportation_medium_taxi_001,taxi,計程車,ㄐㄧˋ ㄔㄥˊ ㄔㄜ,"[{""char"": ""計"", ""ruby"": ""ㄐㄧˋ""}, {""char"": ""程"", ""ruby"": ""ㄔㄥˊ""}, {""char"": ""車"", ""ruby"": ""ㄔㄜ""}]",名詞,運輸,transportation,交通,medium,2,transportation_medium,"I know the word ""taxi"".",🚗,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
foods_easy_tea_001,tea,茶,ㄔㄚˊ,"[{""char"": ""茶"", ""ruby"": ""ㄔㄚˊ""}]",名詞,食物/飲料,foods,食物/飲料,easy,1,foods_easy,"I know the word ""tea"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
school_hard_teacher_001,teacher,老師,ㄌㄠˇ ㄕ,"[{""char"": ""老"", ""ruby"": ""ㄌㄠˇ""}, {""char"": ""師"", ""ruby"": ""ㄕ""}]",名詞,學校,school,學校,hard,3,school_hard,"I know the word ""teacher"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
body_hard_teeth_001,teeth,牙齒 (複數),ㄧㄚˊ ㄔˇ ㄈㄨˋ ㄕㄨˋ,"[{""char"": ""牙"", ""ruby"": ""ㄧㄚˊ""}, {""char"": ""齒"", ""ruby"": ""ㄔˇ""}, {""char"": ""複"", ""ruby"": ""ㄈㄨˋ""}, {""char"": ""數"", ""ruby"": ""ㄕㄨˋ""}]",名詞,身體部位,body,身體部位,hard,3,body_hard,"I know the word ""teeth"".",👋,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
home_hard_telephone_001,telephone,電話,ㄉㄧㄢˋ ㄏㄨㄚˋ,"[{""char"": ""電"", ""ruby"": ""ㄉㄧㄢˋ""}, {""char"": ""話"", ""ruby"": ""ㄏㄨㄚˋ""}]",名詞,房子/公寓,home,家與房間,hard,3,home_hard,"I know the word ""telephone"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
home_hard_television_001,television,電視 (= TV),ㄉㄧㄢˋ ㄕˋ,"[{""char"": ""電"", ""ruby"": ""ㄉㄧㄢˋ""}, {""char"": ""視"", ""ruby"": ""ㄕˋ""}]",名詞,房子/公寓,home,家與房間,hard,3,home_hard,"I know the word ""television"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_medium_tell_001,tell,告訴、告知,ㄍㄠˋ ㄙㄨˋ ㄍㄠˋ ㄓ,"[{""char"": ""告"", ""ruby"": ""ㄍㄠˋ""}, {""char"": ""訴"", ""ruby"": ""ㄙㄨˋ""}, {""char"": ""告"", ""ruby"": ""ㄍㄠˋ""}, {""char"": ""知"", ""ruby"": ""ㄓ""}]",動詞,其他動詞,others,其他,medium,2,others_medium,"I know the word ""tell"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
numbers_easy_ten_001,ten,十,ㄕˊ,"[{""char"": ""十"", ""ruby"": ""ㄕˊ""}]",數字,數字,numbers,數字,easy,1,numbers_easy,"I know the word ""ten"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
school_easy_test_001,test,考試,ㄎㄠˇ ㄕˋ,"[{""char"": ""考"", ""ruby"": ""ㄎㄠˇ""}, {""char"": ""試"", ""ruby"": ""ㄕˋ""}]",名詞,學校,school,學校,easy,1,school_easy,"I know the word ""test"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
